,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL
152,CA,6690,"Redding, CA MSA",15-1051,Computer systems analysts,,50,22.0,22.85,47530,3.6,15.42,17.24,22.52,27.53,32.62,32070,35860,46850,57270,67850,
153,CA,6690,"Redding, CA MSA",15-1081,Network systems and data communications analysts,,30,38.1,23.1,48050,5.4,14.3,21.9,24.34,26.67,29.32,29740,45550,50640,55470,60990,
154,CA,6780,"Riverside-San Bernardino, CA PMSA",13-1111,Management analysts,,2330,24.7,52.02,108200,15.6,19.14,23.0,32.73,#,#,39820,47840,68080,#,#,
155,CA,6780,"Riverside-San Bernardino, CA PMSA",13-2031,Budget analysts,,260,10.2,27.64,57490,2.7,19.56,22.82,26.61,31.79,38.99,40690,47470,55340,66120,81100,
156,CA,6780,"Riverside-San Bernardino, CA PMSA",13-2041,Credit analysts,,410,20.2,36.32,75550,13.1,14.77,19.05,30.34,43.24,#,30720,39610,63100,89930,#,
157,CA,6780,"Riverside-San Bernardino, CA PMSA",13-2051,Financial analysts,,530,24.7,28.96,60230,10.2,15.29,17.0,22.22,32.92,49.38,31790,35370,46230,68470,102700,
158,CA,6780,"Riverside-San Bernardino, CA PMSA",15-1051,Computer systems analysts,,1140,13.5,30.82,64110,1.9,20.6,25.01,30.67,36.63,42.41,42850,52010,63790,76190,88220,
159,CA,6780,"Riverside-San Bernardino, CA PMSA",15-1081,Network systems and data communications analysts,,470,15.4,26.86,55860,3.4,17.67,22.07,26.18,31.82,37.32,36760,45900,54450,66190,77630,
160,CA,6780,"Riverside-San Bernardino, CA PMSA",15-2031,Operations research analysts,,80,8.9,30.92,64310,6.6,18.81,23.25,30.34,38.29,46.04,39130,48370,63100,79640,95770,
161,CA,6780,"Riverside-San Bernardino, CA PMSA",19-3021,Market research analysts,,470,21.3,26.43,54970,6.5,13.9,17.53,23.59,28.68,42.21,28910,36470,49060,59640,87800,
162,CA,6780,"Riverside-San Bernardino, CA PMSA",27-3020,"News analysts, reporters and correspondents",,220,16.5,15.53,32310,5.5,8.08,11.04,15.32,17.95,24.25,16800,22970,31870,37330,50440,
163,CA,6920,"Sacramento, CA PMSA",13-1111,Management analysts,,2050,15.3,30.53,63500,10.1,7.21,19.99,28.48,38.87,51.30,15000,41580,59250,80850,106700,
164,CA,6920,"Sacramento, CA PMSA",13-2031,Budget analysts,,620,6.8,28.02,58290,1.6,20.47,23.61,27.19,32.65,37.38,42570,49100,56550,67910,77750,
165,CA,6920,"Sacramento, CA PMSA",13-2041,Credit analysts,,620,21.9,25.51,53070,12.3,12.82,15.03,19.87,33.10,45.10,26670,31270,41340,68850,93800,
166,CA,6920,"Sacramento, CA PMSA",13-2051,Financial analysts,,650,7.8,27.51,57210,3.1,17.53,21.06,26.60,33.78,40.67,36470,43800,55320,70250,84600,
167,CA,6920,"Sacramento, CA PMSA",15-1051,Computer systems analysts,,6340,4.6,30.39,63220,2.8,20.43,25.52,30.14,34.10,40.97,42490,53090,62700,70920,85220,
168,CA,6920,"Sacramento, CA PMSA",15-1081,Network systems and data communications analysts,,1180,19.8,30.56,63550,2.8,18.97,23.92,30.02,37.33,43.81,39460,49760,62450,77650,91120,
169,CA,6920,"Sacramento, CA PMSA",15-2031,Operations research analysts,,1280,5.4,27.74,57700,3.1,18.5,23.19,28.81,32.37,34.51,38490,48220,59920,67330,71780,
170,CA,6920,"Sacramento, CA PMSA",19-3021,Market research analysts,,600,7.7,26.65,55420,4.7,14.52,17.88,25.01,34.08,42.34,30210,37200,52020,70890,88060,
171,CA,6920,"Sacramento, CA PMSA",27-3020,"News analysts, reporters and correspondents",,270,31.5,25.51,53060,12.4,11.64,14.05,18.05,31.19,45.54,24210,29220,37540,64880,94720,
172,CA,7120,"Salinas, CA MSA",13-1111,Management analysts,,270,15.1,29.75,61870,6.5,14.65,20.91,26.50,32.71,40.76,30460,43490,55120,68040,84780,
173,CA,7120,"Salinas, CA MSA",13-2031,Budget analysts,,**,**,27.5,57200,2.1,18.98,22.43,26.09,33.07,39.22,39480,46660,54260,68780,81580,
174,CA,7120,"Salinas, CA MSA",13-2041,Credit analysts,,160,16.1,32.27,67110,5.1,18.55,24.56,32.06,40.41,45.73,38590,51070,66680,84060,95130,
175,CA,7120,"Salinas, CA MSA",13-2051,Financial analysts,,50,24.2,30.74,63940,3.7,21.2,25.91,31.14,35.60,40.93,44100,53900,64780,74050,85140,
176,CA,7120,"Salinas, CA MSA",15-1051,Computer systems analysts,,860,17.4,37.99,79020,2.3,21.85,29.27,38.16,47.45,54.81,45460,60870,79360,98700,114010,
177,CA,7120,"Salinas, CA MSA",15-1081,Network systems and data communications analysts,,60,5.0,31.98,66510,4.4,20.04,24.88,32.37,39.18,43.66,41670,51740,67340,81500,90810,
178,CA,7120,"Salinas, CA MSA",19-3021,Market research analysts,,200,12.9,30.73,63920,6.3,17.94,22.21,27.21,34.21,42.72,37320,46190,56590,71150,88850,
179,CA,7320,"San Diego, CA MSA",13-1111,Management analysts,,4810,12.8,30.34,63110,4.2,17.04,22.8,27.62,35.89,48.52,35440,47420,57460,74650,100910,
180,CA,7320,"San Diego, CA MSA",13-2031,Budget analysts,,760,9.2,28.04,58320,1.3,18.84,23.12,27.65,32.95,37.82,39190,48090,57520,68530,78660,
181,CA,7320,"San Diego, CA MSA",13-2041,Credit analysts,,680,14.1,24.96,51920,2.0,14.53,18.5,23.31,29.52,36.62,30230,38490,48480,61400,76160,
182,CA,7320,"San Diego, CA MSA",13-2051,Financial analysts,,1300,10.7,34.28,71310,6.9,18.69,22.52,28.57,37.43,53.95,38880,46840,59420,77850,112230,
183,CA,7320,"San Diego, CA MSA",15-1051,Computer systems analysts,,4930,10.6,32.0,66550,2.0,20.63,25.49,31.60,38.48,43.96,42910,53020,65730,80030,91430,
184,CA,7320,"San Diego, CA MSA",15-1081,Network systems and data communications analysts,,1850,22.2,36.83,76610,5.3,19.66,24.55,33.09,47.60,63.72,40880,51070,68830,99000,132540,
185,CA,7320,"San Diego, CA MSA",15-2031,Operations research analysts,,460,30.0,31.55,65620,4.9,19.62,23.71,29.09,39.13,49.60,40810,49310,60500,81400,103170,
186,CA,7320,"San Diego, CA MSA",19-3021,Market research analysts,,1600,26.1,28.86,60030,2.5,17.38,20.55,26.65,35.07,44.05,36150,42730,55420,72950,91620,
187,CA,7320,"San Diego, CA MSA",27-3020,"News analysts, reporters and correspondents",,350,15.8,33.89,70500,5.7,12.43,25.33,31.31,36.42,56.18,25840,52680,65120,75750,116860,
188,CA,7360,"San Francisco, CA PMSA",13-1111,Management analysts,,5120,16.3,40.91,85090,5.7,23.1,29.11,36.88,49.38,60.93,48050,60540,76720,102710,126720,
189,CA,7360,"San Francisco, CA PMSA",13-2031,Budget analysts,,510,9.4,31.94,66440,1.6,21.85,25.23,30.56,37.97,45.96,45460,52480,63570,78970,95590,
190,CA,7360,"San Francisco, CA PMSA",13-2041,Credit analysts,,550,9.6,33.35,69360,2.9,18.82,23.62,32.15,41.70,49.70,39140,49130,66880,86730,103370,
191,CA,7360,"San Francisco, CA PMSA",13-2051,Financial analysts,,3190,9.8,41.38,86070,3.3,22.56,27.65,35.31,45.57,#,46920,57510,73440,94790,#,
192,CA,7360,"San Francisco, CA PMSA",15-1051,Computer systems analysts,,5620,5.4,36.67,76270,2.0,23.68,28.72,35.50,43.80,52.36,49250,59730,73830,91100,108910,
193,CA,7360,"San Francisco, CA PMSA",15-1081,Network systems and data communications analysts,,3040,31.6,33.64,69980,5.2,21.69,24.29,30.39,41.88,53.08,45110,50520,63210,87120,110400,
194,CA,7360,"San Francisco, CA PMSA",15-2031,Operations research analysts,,850,19.5,30.69,63830,5.2,18.68,21.74,26.85,35.32,46.69,38860,45220,55840,73470,97120,
195,CA,7360,"San Francisco, CA PMSA",19-3021,Market research analysts,,2180,10.2,36.17,75240,4.5,19.29,24.63,33.32,43.95,61.26,40120,51240,69300,91420,127420,
196,CA,7360,"San Francisco, CA PMSA",27-3020,"News analysts, reporters and correspondents",,620,14.5,25.85,53760,9.5,11.71,18.16,25.86,31.44,36.46,24370,37770,53780,65400,75830,
197,CA,7400,"San Jose, CA PMSA",13-1111,Management analysts,,4750,19.0,56.77,118080,12.9,24.4,29.29,42.62,#,#,50750,60920,88660,#,#,
198,CA,7400,"San Jose, CA PMSA",13-2031,Budget analysts,,480,15.6,35.54,73920,4.7,20.63,26.26,34.93,42.70,50.17,42910,54610,72660,88820,104350,
199,CA,7400,"San Jose, CA PMSA",13-2041,Credit analysts,,800,32.9,27.12,56420,9.8,12.47,16.66,25.04,35.72,45.12,25930,34640,52080,74300,93860,
200,CA,7400,"San Jose, CA PMSA",13-2051,Financial analysts,,2300,7.7,40.72,84710,4.4,24.16,29.48,36.19,44.13,61.19,50250,61310,75280,91800,127270,
201,CA,7400,"San Jose, CA PMSA",15-1051,Computer systems analysts,,5080,7.2,36.82,76580,1.9,21.56,27.77,35.85,43.89,55.03,44840,57760,74570,91290,114470,
202,CA,7400,"San Jose, CA PMSA",15-1081,Network systems and data communications analysts,,2600,15.9,36.95,76870,1.4,22.12,27.58,34.98,44.88,54.58,46000,57360,72760,93350,113530,
203,CA,7400,"San Jose, CA PMSA",15-2031,Operations research analysts,,900,32.5,38.38,79820,6.4,23.97,31.58,38.58,43.18,46.53,49860,65690,80250,89810,96780,
204,CA,7400,"San Jose, CA PMSA",19-3021,Market research analysts,,3000,9.0,38.81,80730,4.0,20.5,26.59,36.18,47.55,58.67,42640,55310,75250,98910,122020,
205,CA,7400,"San Jose, CA PMSA",27-3020,"News analysts, reporters and correspondents",,230,31.2,25.35,52720,12.8,12.99,15.57,20.37,32.69,41.76,27020,32380,42370,68000,86850,
206,CA,7460,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",13-1111,Management analysts,,90,34.0,35.69,74240,9.2,7.66,14.63,31.81,59.21,66.33,15920,30430,66160,123150,137960,
207,CA,7460,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",15-1051,Computer systems analysts,,210,20.7,30.67,63800,4.0,16.99,23.05,29.46,36.56,43.55,35340,47930,61280,76040,90580,
208,CA,7460,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",15-1081,Network systems and data communications analysts,,**,**,28.78,59860,12.0,13.8,18.41,25.90,37.89,50.84,28700,38300,53870,78810,105760,
209,CA,7460,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",19-3021,Market research analysts,,50,25.1,21.82,45380,11.4,9.79,12.2,21.53,26.61,40.45,20370,25370,44790,55350,84140,
210,CA,7460,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",27-3020,"News analysts, reporters and correspondents",,50,40.8,17.46,36320,2.3,11.34,12.91,16.10,21.11,26.67,23580,26860,33490,43910,55480,
211,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",13-1111,Management analysts,,260,22.9,36.76,76470,7.1,22.28,26.5,32.32,41.08,61.33,46340,55120,67230,85450,127560,
212,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",13-2031,Budget analysts,,**,**,27.63,57460,2.1,18.65,22.57,26.11,31.50,41.12,38800,46940,54300,65520,85530,
213,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",13-2041,Credit analysts,,80,32.4,32.94,68520,5.6,14.73,21.11,31.06,42.49,54.14,30640,43910,64610,88390,112620,
214,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",13-2051,Financial analysts,,180,28.1,37.84,78720,4.2,22.17,26.96,35.18,44.63,56.52,46110,56080,73170,92840,117550,
215,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",15-1051,Computer systems analysts,,250,24.1,31.25,65000,2.5,21.51,25.14,30.54,37.46,43.06,44740,52280,63510,77920,89570,
216,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",15-1081,Network systems and data communications analysts,,170,14.3,43.08,89600,19.8,15.65,20.17,28.04,52.99,#,32540,41950,58320,110230,#,
217,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",15-2031,Operations research analysts,,40,25.1,29.67,61720,6.2,21.64,24.6,28.39,36.25,41.05,45010,51170,59060,75400,85390,
218,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",19-3021,Market research analysts,,230,19.2,32.26,67100,7.8,15.98,19.8,27.27,38.78,54.18,33240,41190,56710,80660,112690,
219,CA,7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",27-3020,"News analysts, reporters and correspondents",,**,**,22.52,46850,6.4,13.99,19.19,23.41,26.51,29.73,29090,39910,48690,55150,61840,
220,CA,7485,"Santa Cruz-Watsonville, CA PMSA",13-1111,Management analysts,,200,17.5,34.04,70800,11.0,19.43,23.45,31.61,40.62,56.41,40420,48780,65760,84490,117330,
221,CA,7485,"Santa Cruz-Watsonville, CA PMSA",13-2031,Budget analysts,,50,9.3,29.51,61380,8.2,19.0,21.66,25.88,33.67,45.59,39530,45050,53830,70030,94820,
222,CA,7485,"Santa Cruz-Watsonville, CA PMSA",13-2051,Financial analysts,,70,5.9,34.03,70780,12.2,15.51,19.06,26.29,37.42,#,32260,39640,54680,77840,#,
223,CA,7485,"Santa Cruz-Watsonville, CA PMSA",15-1051,Computer systems analysts,,150,20.1,31.72,65970,4.3,20.13,23.98,30.28,36.92,46.83,41880,49870,62990,76790,97410,
224,CA,7485,"Santa Cruz-Watsonville, CA PMSA",15-1081,Network systems and data communications analysts,,80,12.7,30.78,64010,6.3,15.47,20.95,28.79,38.55,48.92,32180,43570,59890,80190,101760,
225,CA,7485,"Santa Cruz-Watsonville, CA PMSA",19-3021,Market research analysts,,90,17.9,25.2,52420,6.2,12.25,17.94,24.40,31.39,39.94,25470,37320,50750,65280,83080,
226,CA,7485,"Santa Cruz-Watsonville, CA PMSA",27-3020,"News analysts, reporters and correspondents",,40,6.4,19.63,40830,9.6,11.89,15.61,18.60,20.55,21.73,24740,32470,38680,42750,45190,
227,CA,7500,"Santa Rosa, CA PMSA",13-1111,Management analysts,,590,30.4,43.84,91180,14.0,17.16,24.61,33.29,51.17,#,35700,51180,69240,106420,#,
228,CA,7500,"Santa Rosa, CA PMSA",13-2041,Credit analysts,,**,**,21.86,45460,11.4,11.47,13.57,19.86,26.99,34.49,23860,28220,41320,56130,71740,
229,CA,7500,"Santa Rosa, CA PMSA",13-2051,Financial analysts,,140,28.5,39.16,81440,10.3,21.29,26.9,34.41,44.04,59.01,44280,55950,71560,91600,122750,
230,CA,7500,"Santa Rosa, CA PMSA",15-1051,Computer systems analysts,,230,20.5,40.79,84850,7.2,21.38,26.66,37.13,49.33,64.88,44460,55440,77230,102610,134950,
231,CA,7500,"Santa Rosa, CA PMSA",15-1081,Network systems and data communications analysts,,210,26.7,27.4,56990,6.0,15.21,18.21,25.69,32.56,42.64,31640,37880,53430,67710,88700,
232,CA,7500,"Santa Rosa, CA PMSA",19-3021,Market research analysts,,160,18.7,28.75,59800,8.3,14.81,17.73,26.71,39.95,49.26,30810,36870,55550,83090,102470,
233,CA,8120,"Stockton-Lodi, CA MSA",13-1111,Management analysts,,260,25.1,29.56,61490,10.1,15.56,23.53,29.04,33.69,48.23,32370,48930,60400,70070,100310,
234,CA,8120,"Stockton-Lodi, CA MSA",13-2031,Budget analysts,,40,28.5,29.76,61910,4.2,22.26,24.54,28.15,35.51,42.02,46300,51040,58550,73850,87400,
235,CA,8120,"Stockton-Lodi, CA MSA",13-2041,Credit analysts,,70,20.0,36.03,74950,23.7,15.58,17.56,22.14,37.56,#,32410,36530,46050,78120,#,
236,CA,8120,"Stockton-Lodi, CA MSA",13-2051,Financial analysts,,40,22.5,26.68,55500,8.0,13.67,18.98,25.37,30.23,44.13,28440,39480,52770,62880,91800,
237,CA,8120,"Stockton-Lodi, CA MSA",15-1051,Computer systems analysts,,170,27.1,29.41,61180,2.7,19.95,25.81,30.35,33.83,38.84,41490,53690,63120,70370,80780,
238,CA,8120,"Stockton-Lodi, CA MSA",15-1081,Network systems and data communications analysts,,120,19.3,25.35,52720,6.7,10.71,20.23,24.86,30.63,39.90,22270,42070,51710,63700,82990,
239,CA,8120,"Stockton-Lodi, CA MSA",19-3021,Market research analysts,,80,24.4,29.04,60390,8.4,12.92,19.43,25.37,34.78,57.72,26870,40410,52760,72340,120050,
240,CA,8120,"Stockton-Lodi, CA MSA",27-3020,"News analysts, reporters and correspondents",,60,11.6,20.87,43410,14.5,9.33,12.67,18.15,23.81,31.82,19400,26360,37740,49530,66200,
241,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",13-1111,Management analysts,,360,28.5,35.32,73460,11.3,22.77,25.03,29.89,38.76,50.80,47360,52060,62170,80620,105670,
242,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",13-2031,Budget analysts,,80,8.5,28.21,58670,4.7,22.03,23.54,26.13,32.54,39.81,45820,48950,54340,67690,82800,
243,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",13-2051,Financial analysts,,40,12.3,32.46,67520,8.9,23.95,25.87,28.91,34.19,39.52,49820,53810,60130,71120,82200,
244,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",15-1051,Computer systems analysts,,440,41.9,29.12,60580,8.1,19.4,22.52,26.28,33.97,42.39,40350,46850,54670,70660,88170,
245,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",15-1081,Network systems and data communications analysts,,60,37.3,22.81,47450,10.3,11.78,12.84,22.12,30.89,37.86,24500,26710,46020,64240,78750,
246,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",15-2031,Operations research analysts,,**,**,25.6,53260,5.6,14.61,18.36,26.34,32.34,36.39,30390,38180,54790,67270,75690,
247,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",19-3021,Market research analysts,,80,17.8,22.29,46370,7.3,12.72,15.18,20.91,27.07,36.06,26450,31580,43490,56310,75010,
248,CA,8720,"Vallejo-Fairfield-Napa, CA PMSA",27-3020,"News analysts, reporters and correspondents",,70,19.8,16.33,33960,9.4,10.54,12.16,14.43,19.15,25.87,21910,25290,30000,39830,53810,
249,CA,8735,"Ventura, CA PMSA",13-1111,Management analysts,,1280,8.7,35.39,73610,5.3,20.87,25.07,31.05,42.95,55.73,43410,52150,64590,89330,115910,
250,CA,8735,"Ventura, CA PMSA",13-2031,Budget analysts,,210,9.2,30.0,62400,6.9,17.65,22.76,27.35,33.79,47.17,36700,47340,56880,70290,98120,
251,CA,8735,"Ventura, CA PMSA",13-2051,Financial analysts,,460,11.3,27.35,56900,4.3,16.47,20.13,26.43,32.82,38.90,34250,41880,54980,68270,80900,
252,CA,8735,"Ventura, CA PMSA",15-1051,Computer systems analysts,,1210,8.9,37.83,78690,3.7,23.93,29.84,37.37,44.14,55.78,49770,62060,77720,91820,116030,
253,CA,8735,"Ventura, CA PMSA",15-1081,Network systems and data communications analysts,,210,11.5,34.43,71610,4.1,21.85,25.89,33.98,42.32,51.63,45440,53840,70680,88020,107390,
254,CA,8735,"Ventura, CA PMSA",15-2031,Operations research analysts,,350,43.5,30.44,63300,9.5,17.17,20.85,26.65,41.40,50.41,35720,43380,55440,86120,104850,
255,CA,8735,"Ventura, CA PMSA",19-3021,Market research analysts,,490,9.9,34.8,72380,9.0,16.11,21.22,31.37,43.64,58.78,33510,44140,65240,90770,122250,
256,CA,8735,"Ventura, CA PMSA",27-3020,"News analysts, reporters and correspondents",,100,16.2,17.94,37320,8.2,11.55,13.16,17.25,21.17,25.60,24030,27370,35880,44040,53240,
257,CA,8780,"Visalia-Tulare-Porterville, CA MSA",13-1111,Management analysts,,110,17.6,32.62,67850,21.4,13.48,19.05,24.57,32.65,#,28040,39620,51100,67920,#,
258,CA,8780,"Visalia-Tulare-Porterville, CA MSA",13-2041,Credit analysts,,40,36.3,22.9,47620,8.8,12.24,15.16,20.89,30.17,38.96,25460,31530,43440,62750,81030,
259,CA,8780,"Visalia-Tulare-Porterville, CA MSA",13-2051,Financial analysts,,**,**,28.64,59570,3.1,18.95,22.99,27.42,33.78,41.78,39410,47830,57020,70260,86890,
260,CA,8780,"Visalia-Tulare-Porterville, CA MSA",15-1051,Computer systems analysts,,**,**,33.78,70260,5.2,21.0,24.43,29.42,36.40,49.39,43680,50810,61190,75700,102730,
261,CA,8780,"Visalia-Tulare-Porterville, CA MSA",19-3021,Market research analysts,,**,**,28.97,60250,2.7,17.85,20.73,27.08,34.96,47.81,37130,43110,56320,72720,99450,
262,CA,9270,"Yolo, CA PMSA",13-1111,Management analysts,,270,20.6,41.54,86400,9.8,19.99,23.54,31.32,51.23,#,41580,48970,65150,106550,#,
263,CA,9270,"Yolo, CA PMSA",13-2041,Credit analysts,,80,14.4,25.38,52790,7.8,14.03,17.44,24.78,32.72,37.90,29180,36280,51540,68060,78830,
264,CA,9270,"Yolo, CA PMSA",13-2051,Financial analysts,,80,41.1,30.2,62820,4.9,17.91,21.86,28.53,36.87,47.01,37240,45460,59340,76680,97780,
265,CA,9270,"Yolo, CA PMSA",15-1051,Computer systems analysts,,250,7.6,28.08,58410,5.3,19.41,22.53,27.79,32.97,38.50,40370,46870,57810,68570,80080,
266,CA,9270,"Yolo, CA PMSA",15-1081,Network systems and data communications analysts,,40,24.8,26.67,55480,5.2,18.97,22.63,25.45,30.11,37.41,39460,47060,52930,62630,77800,
267,CA,9270,"Yolo, CA PMSA",19-3021,Market research analysts,,30,23.6,23.0,47850,12.4,10.33,14.43,22.37,30.66,37.14,21480,30010,46530,63760,77250,
268,CA,9270,"Yolo, CA PMSA",27-3020,"News analysts, reporters and correspondents",,30,25.0,23.17,48180,13.9,9.98,12.15,21.39,32.10,42.58,20760,25260,44490,66770,88560,
269,CA,9340,"Yuba City, CA MSA",15-1051,Computer systems analysts,,40,2.2,28.07,58380,3.0,19.57,23.23,27.96,32.52,37.11,40710,48310,58160,67640,77190,
270,CO,1125,"Boulder-Longmont, CO PMSA",13-1111,Management analysts,,650,20.2,34.1,70930,8.1,15.08,22.51,32.05,39.62,59.63,31360,46810,66660,82400,124030,
271,CO,1125,"Boulder-Longmont, CO PMSA",13-2031,Budget analysts,,**,**,28.16,58560,1.5,19.88,22.98,28.67,33.72,36.90,41350,47800,59630,70140,76750,
272,CO,1125,"Boulder-Longmont, CO PMSA",13-2041,Credit analysts,,**,**,22.79,47400,14.2,12.87,14.86,19.35,29.16,38.47,26780,30910,40240,60640,80010,
273,CO,1125,"Boulder-Longmont, CO PMSA",13-2051,Financial analysts,,270,10.3,34.57,71910,5.6,19.78,24.39,30.59,38.84,53.27,41150,50730,63620,80780,110810,
274,CO,1125,"Boulder-Longmont, CO PMSA",15-1081,Network systems and data communications analysts,,**,**,36.4,75710,3.0,25.03,34.49,38.17,41.62,43.69,52060,71750,79390,86570,90880,
275,CO,1125,"Boulder-Longmont, CO PMSA",19-3021,Market research analysts,,460,30.6,29.83,62050,5.3,16.13,19.55,24.50,36.93,54.20,33540,40660,50960,76810,112740,
276,CO,1720,"Colorado Springs, CO MSA",13-1111,Management analysts,,1140,16.6,50.54,105120,11.8,19.76,24.96,34.33,#,#,41100,51930,71400,#,#,
277,CO,1720,"Colorado Springs, CO MSA",13-2031,Budget analysts,,190,10.8,25.0,52000,2.1,17.48,20.48,24.87,29.22,33.88,36360,42590,51720,60780,70460,
278,CO,1720,"Colorado Springs, CO MSA",13-2041,Credit analysts,,80,18.5,23.83,49560,7.2,15.08,16.89,21.09,28.26,38.77,31360,35130,43870,58780,80630,
279,CO,1720,"Colorado Springs, CO MSA",13-2051,Financial analysts,,180,15.5,33.06,68770,4.1,20.3,24.88,31.12,38.99,46.16,42220,51760,64740,81100,96000,
280,CO,1720,"Colorado Springs, CO MSA",15-1051,Computer systems analysts,,1370,9.7,31.04,64560,2.1,19.92,24.5,30.48,37.22,43.74,41430,50950,63400,77430,90970,
281,CO,1720,"Colorado Springs, CO MSA",15-1081,Network systems and data communications analysts,,360,12.6,27.79,57800,4.3,17.89,21.83,27.20,34.47,40.43,37210,45400,56570,71710,84100,
282,CO,1720,"Colorado Springs, CO MSA",19-3021,Market research analysts,,220,24.1,33.82,70340,8.2,16.76,20.81,30.60,40.90,53.13,34860,43290,63650,85080,110510,
283,CO,2080,"Denver, CO PMSA",13-1111,Management analysts,,4770,13.7,37.55,78100,11.4,13.48,21.75,30.15,46.04,#,28040,45250,62710,95770,#,
